name,long,lat
ურეხი,41.6506702,41.6193995
მნათობი,41.6546991,41.6276036
ფერია,41.6515731,41.6339378
განახლება,41.6806086,41.6140506
ხეღრუ,41.6954735,41.6065199
შარაბიძეები,41.6715577,41.5960147
ქვემო ჯოჭო,41.6966565,41.5747047
ზემო ჯოჭო,41.7119194,41.5741972
ქვედა სამება,41.6651452,41.6336034
სამება,41.6810228,41.6281334
ახალშენი,41.6894467,41.619147
სალიბაური,41.6773772,41.6453198
წინსვლა,41.6995396,41.6433027
ზედა ახალშენი,41.7080188,41.6180783
მარადიდი,41.7130864,41.5025666
კირნათი,41.7145763,41.5094385
მირვეთი,41.7130294,41.5282017
მაჭახლისპირი,41.7216693,41.5243941
სინდიეთი,41.7394452,41.5148918
აჭარისწყალი,41.723144,41.5439928
ხერთვისი,41.7369961,41.5396689
კიბე,41.7266853,41.5529702
კაპნისთავი,41.7406592,41.5588584
ქედქედი,41.7557185,41.5134642
აჭარისაღმართი,41.7925267,41.5202751
ავჟანდა,41.8014809,41.5109292
მაღლაკონი,41.7619882,41.5481924
ჭალახმელა,41.7895818,41.5415657
დოლოგანი,41.7859087,41.5476413
ჭინკაძეები,41.7743052,41.5553052
ქოსოფელი,41.8053653,41.5442944
მილისი,41.822948,41.5450255
ნამლისევი,41.818064,41.5509551
ქვედა მახუნცეთი,41.8323766,41.565898
ზუნდაგი,41.8268781,41.5792683
მწვანე კონცხი,41.7038631,41.6859258
ქოქოლეთი,41.8583262,41.4984322
ქვედა ჩხუტუნეთი,41.8389256,41.5015821
ჩიქუნეთი,41.8489651,41.504935
ზედა ბზუბზუ,41.8395539,41.5513612
ქვედა ბზუბზუ,41.8378174,41.5612697
მეძიბნა,41.9758022,41.5720626
ზედა მახუნცეთი,41.857665,41.5769024
კოლოტაური,41.887962,41.5729733
პირველი მაისი,41.8863713,41.5846022
კორომხეთი,41.9103271,41.5905311
ძენწმანი,41.9202853,41.5879376
ცხემნა,41.912461,41.5961167
ორცვა,41.9269092,41.5793584
შევაბური,41.9490075,41.5823383
ოქტომბერი,41.9647791,41.5785327
კუჭულა,41.9617265,41.5870316
ზენდიდი,41.9297544,41.6020342
ხუნკუდა,41.9392705,41.6060917
აქუცა,41.9639311,41.5962904
გულები,41.948903,41.6079177
ინაშარიძეები,41.9863165,41.5869048
სიხალიძეები,41.9907258,41.575488
მერისი,42.0029007,41.5776508
გუნდაური,42.0074158,41.5744031
ზესოფელი,41.9621986,41.6203937
ვაიო,41.9777168,41.6196307
ზვარე,41.9747954,41.6285794
კვაშტა,41.9900898,41.6244176
ვარჯანისი,42.0039696,41.6491783
სირბილაძეები,42.0086493,41.6390197
ჭალათი,42.0142982,41.5641961
ნამონასტრევი,42.0559452,41.5704938
ტბეთი,42.1553646,41.571949
გოგაძეები,42.156736,41.5537962
სილიბაური,42.0142752,41.5805736
კანტაური,42.0159212,41.6352884
აბუქეთა,42.0295966,41.6396686
გობრონეთი,42.036367,41.6549083
მოსიაშვილები,42.0862604,41.6280883
ცხმორისი,42.0614942,41.6434684
კოკოთაური,42.0760755,41.6395667
ახო,42.058595,41.6538288
გეგელიძეები,42.0764885,41.6503825
ბალაძეები,42.0981608,41.6467284
ცინარეთი,42.1447066,41.6110109
ლაკლაკეთი,42.1301497,41.5967842
სამოლეთი,42.1337617,41.5923686
მოფრინეთი,42.1322336,41.5882124
წაბლანა,42.1412637,41.5785484
ხარაულა,42.1106808,41.6292241
ჯალაბაშვილები,42.1179527,41.6348215
დანდალო,42.1015786,41.6450558
ხიჭაური,42.1287799,41.6467699
ტაკიძეები,42.12928,41.6558217
დაბაძველი,42.1626973,41.6222279
კლდისუბანი,42.1504719,41.6345851
ბესელაშვილები,42.1564457,41.6311066
ახალდაბა,42.1494519,41.6533305
ცივაძეები,42.1442839,41.6627551
წყაროთა,42.1633445,41.6679027
ჭვანა,42.1563982,41.6750422
ვარჯანაული,42.1626776,41.6773666
ცხემლისი,42.1627332,41.689983
ცეკვა,42.1682346,41.6948794
გომი,42.099287,41.8961773
გონებისკარი,42.0858424,41.9033128
შემოქმედი,42.0758487,41.9109886
პაატას სახლი,42.0818642,41.9173036
ვაკიჯვარი,42.1428399,41.9155341
ცხემლისხიდი,42.079629,41.9294241
ბაღდადი,42.0959526,41.936594
დვაბზუ,42.0585297,41.933752
ქვედა ბახვი,42.0889652,41.9602423
გაღმა დვაბზუ,42.0698935,41.9499605
ნასაკირალი,42.065575,41.9749849
ფამფალეთი,42.1285132,41.9345271
მშვიდობაური,42.1143191,41.9671776
ზედა ბახვი,42.1117865,41.9471386
ოქროსქედი,42.1282251,41.9511619
დაბალი ეწერი,42.1455229,41.9613771
ასკანა,42.1534163,41.9513849
ნაგომარი,42.1017552,41.9988581
მაღალი ეწერი,42.1285643,41.9739862
ჯაბნიძეები,42.1788203,41.598663
ოქროპილაური,42.1782291,41.6220501
ქარაფეთი,42.2547949,41.5562915
კვიახიძეები,42.239193,41.5585757
მაწყვალთა,42.2681922,41.5621288
შუბანი,42.3581641,41.5174875
ქუთაური,42.3519233,41.53252
კობალთა,42.3421551,41.5429797
მახალაკიძეები,42.3172344,41.5514215
ოლადაური,42.2917965,41.5605426
პაპოშვილები,42.2993961,41.5673311
ქიძინიძეები,42.1927263,41.5862335
დღვანი,42.2122287,41.5803985
გუნდაური,42.2015262,41.6091301
ლომანაური,42.2354621,41.5802716
მომწვარი,42.2480903,41.5917255
გოგინაური,42.2536078,41.5764658
ფურტიო,42.2634591,41.6079739
ნენია,42.2190654,41.6221779
ბუთურაული,42.2335165,41.6188699
ძმაგულა,42.301086,41.6059926
ფაჩხა,42.3360632,41.6016335
გურძაული,42.3156598,41.5968779
ჭერი,42.3116851,41.5915273
ყინჭაური,42.3302336,41.5800321
წაბლანა,42.3461324,41.584789
ჩაო,42.2934016,41.6200584
თაგო,42.3159248,41.6230297
წელათი,42.3971435,41.5018355
ტომაშეთი,42.3744613,41.5100906
დარჩიძეები,42.3880282,41.5177097
იაკობაური,42.3690176,41.5189096
ვერნები,42.4327651,41.5585599
წიფარი,42.3660057,41.566354
ფუშრუკაული (ოშანახევი),42.449474,41.561794
რაქვთა,42.4849811,41.5697242
კალოთა,42.4698773,41.5288732
ხიხაძირი,42.4715414,41.547771
სკვანა,42.4895175,41.5468826
მთისუბანი,42.5161426,41.5423133
ბაკო,42.5292999,41.5406513
ზედა თხილვანა,42.5225869,41.5468826
კვატია,42.4038977,41.5776535
ზემო ვაშლოვანი,42.302359,41.634612
განახლება,42.3179438,41.6421513
ელელიძეები,42.3279718,41.6446349
გოდგაძეები,42.3347513,41.6545175
დიაკონიძეები,42.336629,41.6590705
ღორჯომელაძეები,42.3615361,41.6412712
ღურტა,42.3552566,41.6462129
იაკობაძეები,42.3496996,41.650656
მანიაკეთი,42.386014,41.6297004
დიოკნისი,42.3913087,41.6314308
კორტოხი,42.3829861,41.6450917
პაქსაძეები,42.369287,41.648076
გელაძეები,42.3657594,41.6561782
ტაბახმელა,42.411378,41.6317642
ბოძაური,42.4157554,41.6327264
ბეღლეთი,42.4090484,41.6398593
რიკეთი,42.439428,41.6430757
დანისპარაული,42.4695564,41.6488822
შუასოფელი,42.4557796,41.6412924
თერნალი,42.1804189,41.6467964
ხაბელაშვილები,42.180058,41.7090002
ჭალა,42.177597,41.6686906
სხეფი,42.2027771,41.6379555
წანკალაური,42.2117855,41.6536087
ჩანჩხალო,42.2167782,41.63828
ზამლეთი,42.2575936,41.6257558
ნიგაზეული,42.2497729,41.6437955
ცაცხვნარი,42.2550476,41.7452751
ფოთარო,42.2621024,41.7333295
ნაღომვარი,42.2250648,41.7293809
ცულისაკარი,42.2238438,41.724217
ინცკირვეთი,42.2363253,41.7181413
ჟანივრი,42.2079705,41.7157108
ბრილი,42.1913186,41.6968453
ზემო ხევი,42.1879269,41.6785072
ბარათაული,42.2042966,41.674771
ჩატევი,42.2040795,41.6677988
გომარდული,42.1995211,41.6609879
ნაღვარევი,42.2729559,41.7625821
ქვემო ვაშლოვანი,42.2749918,41.646423
ქედლები,42.2897458,41.6508582
დეკანაშვილები,42.3055173,41.6511116
ოქრუაშვილები,42.3205508,41.6584131
ტუნაძეები,42.3585815,41.7040662
ახალუბანი,42.356324,41.6947955
ქურდული,42.3460783,41.7010841
კურცხალი,42.3305361,41.6916834
ძირკვაძეები,42.3037062,41.6771581
უჩხო,42.3132572,41.6820219
გუდასახო,42.3273234,41.6800116
დუაძეები,42.3248054,41.6630188
დიდაჭარა,42.3460783,41.6658728
ირემაძეები,42.3596153,41.6764498
მერჩხეთი,42.3469466,41.7224091
ჭახაური,42.3398267,41.7175484
გორგაძეები,42.3748184,41.7215018
ლაბაიძეები,42.3686536,41.7202704
ღორჯომი,42.3714321,41.7145022
სტეფანაშვილები,42.3665697,41.7117799
მინთაძეები,42.3823725,41.7115854
წინწკალაშვილები,42.3659619,41.7088631
მეხელაშვილები,42.3955703,41.7134651
მეკეიძეები,42.3978279,41.7068536
ვაშაყმაძეები,42.375513,41.7033531
ვანაძეები,42.3860192,41.7012138
აგარა,42.3855851,41.6964164
ბოღაური,42.3689426,41.6799964
საციხური,42.3908192,41.6879754
პანტნარი,42.3965852,41.6734098
გელაური,42.4162572,41.6751831
ნამონასტრევი,42.4198426,41.6887778
უკანავა,42.1805614,41.9282934
ვანისქედი,42.1791504,41.9398394
მთისპირი,42.1584202,41.9379825
ბასილეთი,42.1790419,41.9590511
მზიანი,42.1599397,41.9785797
ქვენობანი,42.182298,41.9824525
ბუკნარი,42.1558289,42.0041045
ბახმარო,42.3249101,41.8512676
ბჟოლიეთი,42.2514349,41.9584861
წიფნაგვარა,42.2309217,41.9554998
ჭაჭიეთი,42.1980356,41.9581633
ზენობანი,42.2320071,41.968332
შუბანი,42.2567531,41.9801127
ზემო ერკეთი,42.2664127,41.9885838
ხიდისთავი,42.2105303,41.9720147
ჩაისუბანი,42.2289681,41.9920526
გორაბერეჟოული,42.2073514,42.0049478
ნაბეღლავი,42.3532409,41.9431494
ბუქსიეთი,42.3224169,41.9535626
ქვემო ონჭიქეთი,42.3060281,41.9672829
ხევი,42.2805223,41.9609881
ზემო ონჭიქეთი,42.301144,41.9750295
ქვემო ერკეთი,42.276615,41.9732543
იანეული,42.279654,41.9911653
ჩხაკოურა,42.380804,41.9049069
გურისტყე,42.3534781,41.9843358
ბუკისციხე,42.2963767,42.003651
დაბლაციხე,42.2783598,42.0114738
გაღმა დობირო,42.3733515,41.9868963
გამოღმა დობირო,42.3704367,41.9941833
საყვავისტყე,42.2640332,42.0138124
ზემო ნოღა,42.2664128,42.0707197
წიფნარი,42.291167,42.0264716
ბურნათი,42.2955084,42.0386446
კოხნარი,42.3188435,42.03671
ქვაყუდე,42.3054936,42.0527495
ნაკადული,42.3262239,42.0243753
ქვემო ხეთი,42.3409847,42.0323569
ჩომეთი,42.355854,42.0407404
მამულარი,42.343481,42.0511377
გორმაღალი,42.3239446,42.0512183
ქვემო ნოღა,42.2985269,42.0731446
ჭოგნარი,42.2753913,42.089273
დიდი ოფეთი,42.3626061,42.0703086
ქვემო აბაშა,42.3415681,42.0655273
ზემო აბაშა,42.3198866,42.0679238
პატარა ოფეთი,42.3508843,42.0802983
ნიგორზღვა,42.3341264,42.0864847
განთიადი,42.3838561,42.0420301
გოგოური,42.3762586,42.0443676
მტერჩვეული,42.3857892,42.0619935
,42.3875245,42.0996623
გულეიკარი,42.1866047,42.1251947
კეთილარი,42.1737162,42.1436815
გაღმა კოდორი,42.1628627,42.1509741
გამოღმა კოდორი,42.1833826,42.1697048
მეორე ეწერი,42.1696465,42.1836744
პირველი ეწერი,42.1546253,42.1846394
გაუწყინარი,42.2750537,42.1280381
თხმელარი,42.2733537,42.148561
ცილორი,42.223405,42.1635456
ტყვირი,42.2461295,42.1689506
ბულვანი,42.249584,42.1815901
ნაესაკაო,42.1923088,42.1742158
ქვიშანჭალა,42.2876604,42.1164489
საჯავახო,42.2981833,42.1039789
დაფნარი,42.3278625,42.1061061
პირველი მაისი,42.2826809,42.1441602
მარანჭალა,42.2830056,42.1840635
მელაური,42.3643606,42.185877
წალიკარი,42.1493288,42.1884997
საგვაზავო,42.1752035,42.2178937
აბაშისპირი,42.1909195,42.1971842
ნორიო,42.1901381,42.2030375
გუგუნაყათი,42.2743228,42.1925074
ქოლობანი,42.2667253,42.2018547
ხინჯულაური,42.3072904,42.1891903
,42.2786715,42.2086009
ნაბაკევი,42.3228924,42.2069801
კულაში,42.3451012,42.2066128
ნინუაკუთხე,42.3398509,42.2160237
მიწაბოგირა,42.3649833,42.2040455
საირმე,42.7439809,41.905995
ლია,42.0034544,42.6582374
ჭველე,41.9973381,42.6728607
ზედა ლია,42.0232862,42.6742256
პალური,42.0434253,42.6761057
ჭალე,42.0253064,42.7082949
ეწერფერდი,42.026948,42.7207449
ფოცხო-ეწერი,42.0358343,42.7438547
განარჯიის მუხური,41.6276064,42.4255332
ერგეთა,41.6778533,42.3833219
ორულუ,41.7166462,42.3958471
კიროვი,41.6708978,42.4134902
დარჩელი,41.685914,42.434596
დიდი ნეძი,41.7111346,42.4077438
დიდი ნეძის კახათი,41.7306371,42.4315304
ხამისკური,41.8064045,42.3928761
ცაცხვი,41.7907804,42.408894
ოქტომბერი,41.7622225,42.4409174
ჩხოუში,41.7839609,42.434952
ცაიში,41.804797,42.4334457
ორსანტია,41.6703408,42.4676112
ახალკახათი,41.720353,42.4596152
კოკი,41.709057,42.4802246
დავითიანი,41.7785453,42.4564027
კახათი,41.774025,42.4908971
ოირემე,41.8118616,42.4684698
ახალი აბასთუმანი,41.8129446,42.5244144
აბასთუმანი,41.8680318,42.4066018
ურთა,41.8422547,42.4303887
ხეცერა,41.8890606,42.4345193
ჯუმი,41.8761719,42.4527904
ოფაჩხაფუ,41.8955048,42.451414
რუხი,41.8555425,42.5545162
რუხი,41.8867292,42.5813067
ჩქვალერი,42.0824806,42.7217017
ზემო კვარიათი,41.5576221,41.5273018
ქალაღალი,41.9590799,42.6790006
ბეშუმი,42.5506037,41.6093777
წიფი,43.222951,42.0409243
პაპოშვილები,42.2878785,41.5821753
ინგირი,41.8088347,42.495909
ყულევი,41.6649126,42.2702676
ლენჯერი,42.7012509,43.0391583
ბეჩო,42.5860099,43.0326739
,43.6442127,42.3623032
ტბეთი,43.6586898,42.3706296
უშგული우쉬굴리,43.0114755,42.9151657
ლედგებე,42.2903471,42.4907463
დიდი ჭყონი,42.3148947,42.5003898
თამაკონი,42.3028953,42.4574432
ნამიკოლავო პირველი,42.3036677,42.4726074
თარგამეული,42.2868449,42.4462338
ნამიკოლავო მეორე,42.3287732,42.4746333
მეორე გურძემი,42.2458565,42.4556352
პირველი გურძემი,42.270919,42.4729841
მეორე კიწია,42.2385652,42.4806471
პირველი კიწია,42.2577441,42.486249
ნოღა,42.2107517,42.4710247
ახუთი,42.1688262,42.4669839
მონგირი,42.1238552,42.4790932
რიონჰესის დასახლება,42.7130022,42.1985757
გუმათჰესი,42.7078256,42.3118948
მერია,41.8916619,41.9411393
ტეხურის მეურნეობა,42.0474652,42.1930604
გოლასკური,41.9797493,42.2381798
ძიგური,42.1520723,42.2366516
ნოსირი,42.1167723,42.2605074
მენჯი,42.0158782,42.2790573
ზემო ქვალონი,41.9745464,42.3098334
პასიეთი,43.3576078,42.3148632
ლესიჭინე,42.0999437,42.4422893
დობერაზენი,42.3261962,42.5955561
ვედითკარი,42.2746123,42.331265
გეზათი,42.2639894,42.2279357
სამიქაო,42.3024815,42.2704903
ნაჯახავო,42.3138369,42.3450927
მეიდანი,42.3178709,42.2890587
მუხურჩა,42.2451745,42.3208565
გულუხუთი,42.2742689,42.2401525
ონოღა,42.2996748,42.3331685
ხაბუმე,42.1461982,42.5707384
ოჩხომური,42.0743102,42.4622953
ქვედა ჩხოროწყუ,42.1108976,42.4915784
ჩხენიში,42.3177991,42.2300384
სეფიეთი,42.2406992,42.281361
პირველი ონტოპო,42.2531704,42.2514128
ნოქალაქევი,42.2083131,42.3567354
ნუნისი,43.4051301,41.9552605
ჩალხეეთი,43.039337,42.0133826
,42.7534843,43.0068463
ადლია,41.5973518,41.6180827
მინდა,41.6031894,41.6246265
ქვემო ქვალონი,41.9504773,42.2490115
სახოჭოლავო,41.9475593,42.3192
ტალერი,42.3087736,42.5474921
პატარა ოჩე,42.2919728,42.5391308
საგვიჩიო,41.8670405,42.217686
გორი ყული,42.2852086,41.7680764
სალხინო,42.3420703,42.5117081
რეკა,41.9949346,42.2695583
,42.0204564,42.3457303
საბაჟო,41.7986144,42.2198873
სარფი,41.5486603,41.5217514
სუფსა,41.812732,42.0438021
შრომისუბანი,41.8637307,42.0304924
მალთაყვა,41.7260436,42.0589627
გრიგოლეთი,41.7363703,42.039914
ხიდმაღალა,41.7881312,42.0369218
ტაბანათი,41.816788,42.047689
ახალსოფელი,41.8409996,42.0591677
ჩქუნი,41.8417604,42.0399143
ღრმაღელე,41.832768,42.0277019
ომფარეთი,41.8173555,42.0185088
წყალწმინდა,41.7782831,42.0131401
ურეკი,41.7793458,41.9969365
ხაჯალია,41.8753682,42.0641495
ნიგვზიანი,41.905673,42.0768176
ჯურუყვეთი,41.9283448,42.0811525
ჩოჩხათი,41.8922168,42.0275049
ჯიხანჯირი,41.8772543,42.0429631
ორმეთი,41.8594793,42.0122102
მოედანი,41.8797293,42.0097025
ხორეთი,41.8882793,42.0199834
კოკათი,41.9003168,42.0177267
გულიანი,41.9228168,42.0209863
ნინოშვილი,41.9382294,42.0363625
ჩანჩეთი,41.9230419,42.0468898
არჩეული,41.9220293,42.0618419
ეწერი,41.9449769,42.0695618
ქვემო ჩიბათი,41.9819613,42.0764511
ლესა,41.9599085,42.0816139
ქვემო ჩიბათი,41.9852972,42.0840186
ჭალა,42.0051564,42.0808444
ჯუნეწერი,42.0171264,42.0761683
მაჩხვარეთი,42.0236065,42.074899
გვიმრალაური,42.021647,42.0907265
ლაშისღელე,42.0514703,42.0782356
ჯუნმერე,42.0137285,42.0648356
ორაგვე,42.0073385,42.0502015
ჭინათი,41.9897885,42.0564164
ბაღლები,41.9652215,42.0493029
ქვემო შუხუთი,42.0714664,42.0749198
ზემო შუხუთი,42.0945206,42.0797634
ნიგოითი,42.1081617,42.082054
ჩოლაბარგი,42.1271195,42.0851
ჭყონაგორა,42.1419877,42.0873499
ქვიანი,42.1665929,42.0893931
ჯაპანა,42.2014224,42.09648
გაგური,42.097443,42.025818
ზემო აკეთი,42.095791,42.0465114
აცანა,42.0659454,42.0495241
ტელმანი,42.0579908,42.0411643
შათირი,42.0502229,42.0258266
მამათი,42.0359441,42.0202865
ქვემო აკეთი,42.0886431,42.0140816
კონჭკათი,42.028315,42.0104246
სილაური,42.0008931,41.9968398
ქვედა მამათი,42.0119991,42.024376
ყელა,41.9419489,42.0280459
ლაზიკა,41.5921071,42.3719304
